,media_id,title,cover,badge,origin,tags,pub_time,season_id,is_finish,index_show,brief,cv,staff
0,28226644,紫罗兰永恒花园外传：永远与自动手记人偶,http://i0.hdslb.com/bfs/bangumi/image/107eb93eff876dee16da4bf270b31c3e250e49d6.png,独家,其他,"剧情,动画",2020-01-10,31779,1,2020-01-10上映,某个大陆的、某个时代。大陆南北分割的战争结束了，世界走向了和平。在战争中作为军人的薇尔莉特•伊芙加登，怀抱着对她来说无比重要之人留下的“话语”，离开军队来到了大港口城市。踊跃的人群在排列着煤气灯的街道,"{'石川由依': '石川由依', '茅原实里': '茅原实里', '远藤绫': '远藤绫', '寿美菜子': '寿美菜子', '子安武人': '子安武人', '户松遥': '户松遥', '内山昂辉': '内山昂辉', '悠木碧': '悠木碧'}","{'导演': '藤田春香', '编剧': '晓佳奈'}"
1,8892,紫罗兰永恒花园,http://i0.hdslb.com/bfs/bangumi/b6e3986355efc081b7f4aaf9f576c9ce8116e193.jpg,独家,其他,"治愈,励志,职场,催泪",2018-01-11,21542,1,全14话,"某个大陆的、某个时代。
大陆南北分割的战争结束了，世界走向了和平。
在战争中作为军人的薇尔莉特•伊芙加登，怀抱着对她来说无比重要之人留下的“话语”，离开军队来到了大港口城市。
踊跃的人群在排列着煤气灯","{'薇尔莉特•伊芙加登': '石川由依', '克劳迪亚·霍金斯': ' 子安武人', '基尔伯特·布甘比利亚': ' 浪川大輔', '嘉德丽雅·波德莱尔': ' 遠藤綾', '贝内迪克特·布卢': ' 内山昂輝', '埃丽卡·布朗': ' 茅原実里', '艾丽斯·卡纳利': ' 戸松遥'}","{'原作': '暁佳奈(KAエスマ文庫)', '监督': '石立太一', '系列构成': '吉田玲子', '角色设计 \\u002F 总作画监督': '高瀬亜貴子', '系列演出': '藤田春香', '世界观设定': '鈴木貴昭', '美术监督': '渡邊美希子', '色彩设计': '米田侑加', '摄影监督': '船本孝平', '3D监督': '山本倫', '小道具设定': '高橋博行、太田稔', '编集': '重村建吾', '音响监督': '鶴岡陽太', '音响制作': '楽音舎', '音乐': 'Evan Call', '音乐制作': 'ランティス（Lantis）、ミラクル・バス（Miracle Bus）', '动画制作': '京都アニメーション（京都动画）', '制作协力': 'アニメーションDo（Animation Do）'}"
2,28228386,我的青春恋爱物语果然有问题。完,http://i0.hdslb.com/bfs/bangumi/image/82d628408f5472f1440982e880b0b4f0146862ad.png,会员专享,其他,"校园,恋爱",2020-07-10,32998,1,全12话,"因过去的心理阴影而以独特的别扭思考回路讴歌着“独自生活”的比企谷八幡，偶然地在负责生活指导的教师·平冢静的强迫下加入了“侍奉部”。
八幡和同社团所属的令人窒息的完美美少女·雪之下雪乃，以及班级上位阶级","{'比企谷八幡': '江口拓也', '雪之下雪乃': '早见沙织', '由比滨结衣': '东山奈央', '一色伊吕波': '佐仓绫音', '比企谷小町': '悠木碧', '户冢彩加': '小松未可子', '叶山隼人': '近藤隆', '材木坐义辉': '桧山修之', '平冢静': '柚木凉香', '雪之下阳乃': '中原麻衣', '三浦优美子': '井上麻里奈', '海老名姬菜': '佐佐木望', '川崎沙希': '小清水亚美', '户部翔': '堀井茶渡'}","{'原作': '渡航（小学馆《GAGAGA文库》）', '角色原案': 'PONKAN⑧', '监督': '及川启', '总编剧': '大知庆一郎', '角色设计': '田中雄一', '美术监督': '池田繁美 \\u002F 丸山由纪子', '美术背景': 'Atelier Musa', '色彩设计': '岩井田洋', '摄影监督': '中村雄太', '剪辑': '平木大辅', '音响监督': '本山哲', '音响制作': 'Delfi Sound', '音乐': '石滨翔（MONACA） \\u002F 高桥邦幸（MONACA）', '音乐制作': 'NBC Universal Entertainment、Marvelous', '动画制作': 'feel.'}"
3,28226008,Re：从零开始的异世界生活 Memory Snow(雪之回忆),http://i0.hdslb.com/bfs/bangumi/image/137c9c239aed5d7666f35ab1d28528547d05544f.png,会员专享,小说改,"穿越,奇幻,日常",2019-06-07,31150,1,全1话,昴等人打倒了诅咒的元凶——魔兽沃尔加姆，拯救了阿拉姆村的孩子们。终于到来的安稳并未持续很久，昴就瞒着所有人前去挑战某个极秘任务。尽管昴做了变装，但很快就被以佩特拉为首的村里的孩子们识破了真实身份。开始,"{'菜月昴': '小林裕介', '爱蜜莉雅': '高桥李依', '帕克': '内山夕实', '雷姆': '水濑祈', '拉姆': '村川梨衣', '碧翠丝': '新井里美', '罗兹瓦尔·L·梅札斯': '子安武人'}","{'原作': '从零开始的异世界生活》\\u002FKADOKAWA刊）', '角色原案': '大冢真一郎', '监督': '渡边政治', '系列构成': '横谷昌宏', '角色设计、总作画监督': '坂井久太', '道具设定': '铃木典孝、岩畑刚一', '美术设定': '金城沙绫（美峰）', '色彩设计': '坂本いづみ', '摄影监督': '峰岸健太郎（T2studio）', '3D监督': '轻部优（T2studio）', '编集': '须藤瞳（REAL-T）', '音响监督': '明田川仁', '音响効果': '古谷友二（スワラ・プロ）', '音乐': '末广健一郎', '音乐制作': 'KADOKAWA', '动画制作': 'WHITE FOX'}"
4,28224394,Re：从零开始的异世界生活 新编集版,http://i0.hdslb.com/bfs/bangumi/image/3c125e1aad08643e3eff2fb7d45e740c1a052725.png,会员专享,其他,"穿越,奇幻,魔法,架空",2020-01-01,29590,1,全13话,在从便利商店回家的路上，突然被异世界召唤的少年菜月昴。在无法依靠任何东西的异世界，无力的少年手唯一的力量……那是“死去然后重新开始”的力量。为了守护最重要的人们，为了取回确实存在着又无可替代的时间，少,"{'菜月昴': '小林裕介', '爱蜜莉雅': '高桥李依', '帕克': '内山夕实', '菲鲁特': '赤崎千夏', '雷姆': '水濑祈', '拉姆': '村川梨衣', '碧翠丝': '新井里美', '莱因哈鲁特': '中村悠一'}","{'原作': '从零开始的异世界生活》\\u002FKADOKAWA刊）', '角色原案': '大冢真一郎', '监督': '渡边政治', '系列构成': '横谷昌宏', '角色设计 \\u002F 总作画监督': '坂井久太', '道具设定': '铃木典孝 \\u002F 岩畑刚一', '美术设定': '金城沙绫（美峰）', '色彩设计': '坂本いづみ', '摄影监督': '峰岸健太郎（T2studio）', '3D监督': '轻部优（T2studio）', '编集': '须藤瞳（REAL-T）', '音响监督': '明田川仁', '音响効果': '古谷友二（スワラ・プロ）', '音乐': '末广健一郎', '音乐制作': 'KADOKAWA', '动画制作': 'WHITE FOX'}"
5,28222723,刀剑神域 爱丽丝篇 异界战争,http://i0.hdslb.com/bfs/bangumi/327056a886f2c7cba6175a80eed2f78098cec5b1.png,会员专享,小说改,"穿越,科幻,架空",2019-10-06,28615,1,全13话,"桐人、尤吉欧、爱丽丝。距离两名修剑士和一名整合骑士打败了最高祭司阿多米尼斯多雷特已过去了半年。
结束了战斗，爱丽丝在故乡卢利特村生活。在她的身旁，是失去了挚友，自己也失去了手臂和心的桐人。
献身般支撑","{'桐人（桐谷和人）': '松冈祯丞', '亚丝娜（结城明日奈）': '户松遥', '爱丽丝': '茅野爱衣'}","{'导演': '小野学', '音乐': '梶浦由記', '人物原案': 'abec(BUNBUN)', '人物设定': '足立慎吾 \\u002F 鈴木豪 \\u002F 西口智也 \\u002F 山本由美子 \\u002F 戸谷賢都', '美术监督': '小川友佳子 \\u002F 渡辺佳人', '色彩设计': '中野尚美', '总作画监督': '鈴木豪 \\u002F 戸谷賢都', '摄影监督': '脇顯太朗 \\u002F 林賢太', '道具设计': '早川麻美 \\u002F 伊藤公規', '剪辑': '近藤勇二', '音响监督': '岩浪美和', '音效': '小山恭正', '制作': 'ストレートエッジ \\u002F EGG FIRM', '动画制作': 'A-1 Pictures'}"
6,3450,在下坂本，有何贵干？,http://i0.hdslb.com/bfs/bangumi/14ba6643f22405e2777cca992002cc6411601334.jpg,独家,其他,"搞笑,校园,日常",2016-04-08,3450,1,全13话,于日本县立学文高中之中，有一名叫坂本的全能高中生，平常总是用著各种超乎常理的无厘头行为来完成各种琐事，导致周遭所有女性同学都对他钦佩绝倒，同时也引起所有男性同学的无限嫉妒。但不管面对其他人如何刁难，坂,"{'坂本': '绿川光', '濑良裕也': '森久保祥太郎', '久保田吉伸': '石田彰', '黑沼爱菜': '堀江由衣', '8823': '游佐浩二', '久保田茂美': '鲸（松本和香子）', '藤田惠': '中原麻衣', '深濑': '岩田光央', 'Kenken': '桧山修之', 'Mario..': 'Mario..'}","{'原作': '佐野菜见', '监督': '高松信司', '角色设计': '中岛敦子', '撮影监督': '酒井淳子', '色彩设计': '佐野ひとみ', '美术监督': '武藤正敏', '编集': '松原理恵', '音乐': '福田裕彦', '音乐制作': 'King Records', '音响制作': 'DAX Production', '动画制作': 'Studio DEEN'}"
7,28224095,某科学的超电磁炮T,http://i0.hdslb.com/bfs/bangumi/image/85c6e348a00a54d0b86d538efb186e006a027e21.png,独家,漫画改,"战斗,科幻,校园",2020-01-11,29325,1,全25话,有 230 万人口，其中八成人口为学生的「学园都市」，是比其他地区科技更为先进，并从事「超能力开发」的特殊地区。而整座学园都市中仅有七人的等级 5 超能力者之一御坂美琴，由于她的能力与个性使然，因而被,"{'御坂美琴': '佐藤利奈', '佐天泪子': '伊藤加奈惠', '初春饰利': '丰崎爱生', '白井黑子': '新井里美', '食蜂操祈': '浅仓杏美'}","{'原作': '镰池和马 \\u002F 冬川基', '角色原案': 'はいむらきよたか', '监督': '长井龙雪', '系列构成': 'ヤスカワショウゴ', '动画角色设计': '田中雄一', '美术监督': '泉健太郎', '色彩设计': '安藤智美', '摄影监督': '福世晋吾', '剪辑': '西山茂（REAL-T）', '音响监督': '明田川仁', '音乐': '井内舞子', '动画制作': 'J.C.STAFF'}"
8,28226009,Re：从零开始的异世界生活 冰结之绊,http://i0.hdslb.com/bfs/bangumi/image/05859fac3ad9be31373e2d2b548a2f14fd472de2.png,会员专享,小说改,"奇幻,战斗",2019-11-08,31151,1,全1话,如果是为了你的话，我可以成为任何东西——。,"{'艾米莉娅': '高桥李依', '帕克': '内山夕实'}","{'原作': '从零开始的异世界生活》\\u002FKADOKAWA刊）', '角色原案': '大冢真一郎', '监督': '渡边政治', '系列构成': '横谷昌宏', '角色设计、总作画监督': '坂井久太', '道具设定': '铃木典孝、岩畑刚一', '美术设定': '金城沙绫（美峰）', '色彩设计': '坂本いづみ', '摄影监督': '峰岸健太郎（T2studio）', '3D监督': '轻部优（T2studio）', '编集': '须藤瞳（REAL-T）', '音响监督': '明田川仁', '音响効果': '古谷友二（スワラ・プロ）', '音乐': '末广健一郎', '音乐制作': 'KADOKAWA', '动画制作': 'WHITE FOX'}"
9,3398,冰菓,http://i0.hdslb.com/bfs/bangumi/074056b8543ed2ceb53dc13a79da1eafa3fa921a.jpg,独家,其他,"恋爱,推理,校园,日常",2012-04-22,3398,1,全22话,在众多将要展开「玫瑰色」生活的高中生之中，本作的男主角折木奉太郎却是一个「灰色」的节能主义者。凡是没必要的事就不做，因为不想后悔，被人说是疏离、厌世也无所谓，因为这就是他的作风。这样的折木奉太郎，却因,"{'折木奉太郎': '中村悠一', '千反田爱瑠': '佐藤聪美', '福部里志': '阪口大助', '伊原摩耶花': '茅野爱衣', '折木供惠': '雪野五月', '远垣内将司': '置鲇龙太郎', '入须冬实': '由加奈', '糸鱼川养子': '小山茉美', '十文字嘉保': '早见沙织'}","{'原作 \\u002F 构成协力': '米澤穂信「古典部シリーズ」(角川文庫)', '监督': '武本康弘', '系列构成': '賀東招二', '角色原案 \\u002F 角色设计 \\u002F 总作画监督': '西屋太志', '色彩设计': '石田奈央美', '美术监督': '奥出修平', '摄影监督': '中上竜太', '设定': '唐田洋', '编集': '重村建吾(楽音舎)', '音响监督': '鶴岡陽太', '音乐': '田中公平', '音乐制作': 'ランティス（Lantis）', '动画制作': '京都アニメーション（京都动画）', '制作协力': 'アニメーションDo（Animation Do）'}"
10,134932,青春猪头少年不会梦到兔女郎学姐,http://i0.hdslb.com/bfs/bangumi/1cc333ff578e5ea9fded7e454953a4e2291440c2.png,会员专享,小说改,"恋爱,奇幻,校园",2018-10-04,25733,1,全13话,"青春期症候群——这是一种只发生在易敏感和不稳定的青春期的、不可思议的现象。例如，在梓川咲太面前出现的野生兔女郎。
她的真实身份是高中高年级学生，明星活动休止的女演员樱岛麻衣。她迷人的身姿，不知为何在周","{'梓川咲太': '石川界人', '樱岛麻衣': '濑户麻沙美', '梓川枫': '久保由利香', '古贺朋绘': '东山奈央', '双叶理央': '种崎敦美', '丰浜和香': '内田真礼', '牧之原翔子': '水濑祈', '国见佑真': '内田雄马'}","{'原作': '鸭志田一（电撃文库刊《青春猪头少年系列》）', '原作插画': '沟口凯吉', '监督': '增井壮一', '总编剧': '横谷昌宏', '角色设计': '田村里美', '总作画监督': '田村里美、高田晃', '助监督': 'いわたかずや', '道具设计': '高田晃', '美术设定': '藤井一志', '美术监督': '涉谷幸弘', '色彩设计': '横田明日香', '3D监督': '野间裕介、唐泽佑人', '摄影监督': '关谷能弘', '2D工作、特殊效果': '内海纱耶', '编辑': '三嶋章纪', '音响监督': '岩浪美和', '音乐': 'fox capture plan', '动画制作': 'CloverWorks'}"
11,3461,Re：从零开始的异世界生活,http://i0.hdslb.com/bfs/bangumi/7c1f3ca60da441ffbc2425409ee2a5c379264568.jpg,会员专享,其他,"奇幻,架空,穿越",2016-04-04,3461,1,全25话,在异世界陷入迷茫的普通高中生菜月昴，邂逅了一位银发的美少女。但想助她一臂之力的昴，却一次次地遭遇敌袭，背叛、暴力，甚至是死亡……“死亡重置”——无力的少年拥有的唯一能力，能将死后时间倒转回一开始。使用,"{'菜月昴': '小林裕介', '爱蜜莉雅': '高桥李依', '帕克': '内山夕实', '菲鲁特': '赤崎千夏', '雷姆': '水濑祈', '拉姆': '村川梨衣', '碧翠丝': '新井里美', '莱因哈鲁特': '中村悠一'}","{'原作': '长月达平', '原作插画': '大冢真一郎', '监督': '渡边政治', '系列构成': '横谷昌宏', '角色设计·总作画监督': '坂井久太', '动画制作': 'WHITE FOX'}"
12,28228119,刀剑神域 爱丽丝篇 异界战争 -终章-,http://i0.hdslb.com/bfs/bangumi/image/54d9ca94ca84225934e0108417c2a1cc16be38fb.png,会员专享,小说改,"穿越,架空,科幻",2020-07-05,32781,1,全12话,"桐人、尤吉欧、爱丽丝。
距离两名修剑士和一名整合骑士打败了最高祭司阿多米尼斯多雷特已过去了半年。
结束了战斗，爱丽丝在故乡卢利特村生活。
在她的身旁，是失去了挚友，自己也失去了手臂和心的桐人。
献身般","{'桐人（桐谷和人）': '松冈祯丞', '亚丝娜（结城明日奈）': '户松遥', '爱丽丝': '茅野爱衣', '朝田诗乃': '泽城美雪', '西莉卡': '日高里菜', '莉法（桐谷直叶）': '竹达彩奈', '结衣': '伊藤加奈惠'}","{'原作': '川原砾(电击文库)', '原作人物原案': 'abec', '监督': '小野学', '助监督': '佐久间贵史', '角色设计': '足立慎吾 \\u002F 铃木豪 \\u002F 西口智也 \\u002F 山本由美子 \\u002F 戸谷贤都', '总作画监督': '铃木豪 \\u002F 山本由美子 \\u002F 戸谷贤都', '道具设计': '早川麻美 \\u002F 伊藤公规', '怪兽设计': '河野敏弥', '动作指导': '菅野芳弘 \\u002F 丸山大胜', '美术监督': '小川友佳子 \\u002F 渡辺佳人', '美术设定': '森冈贤一 \\u002F 谷内优穂', '色彩设计': '中野尚美', '撮影监督': '脇显太朗', '动态影像设计': '大城丈宗', 'CG监督': '织田健吾', '编集': '近藤勇二', '音响监督': '岩浪美和', '音响效果': '小山恭正', '音响制作': 'ソニルード', '音乐': '梶浦由记', '制作': 'EGG FIRM \\u002F ストレートエッジ', '动画制作': 'A-1 Pictures'}"
13,6339,欢迎来到实力至上主义的教室,http://i0.hdslb.com/bfs/bangumi/a79e331b7443ed5df5a2acd345dc41d598d46ff9.jpg,独家,小说改,校园,2017-07-13,6339,1,全12话,"——真正的实力，平等究竟是什么？
几乎百分之百实现升学、就业目标的全国首屈一指的名门校──高度育成高等学校。这间简直如同乐园般的学校，真面目却是唯有优秀者才能享受优待的实力至上主义学校！绫小路清隆被分","{'堀北铃音': '鬼头明里', '绫小路清隆': '千叶翔也', '佐仓爱里': 'M・A・O', '栉田桔梗': '久保ユリカ', '一之濑帆波': '东山奈央', '龙园翔': '水中雅章', '神崎隆二': '若山晃久', '伊吹澪': '小松未可子', '橘茜': '小原好美'}","{'导演': '橋本裕之、岸誠二', '人物设定': '森田和明', '主题歌演出': 'ZAQ', '原作': '衣笠彰梧', '角色设计': '森田和明', '系列构成': '朱白あおい', '动画制作': 'Lerche'}"
14,28231812,关于我转生变成史莱姆这档事 第二季,http://i0.hdslb.com/bfs/bangumi/image/1c1132fe39bec7d88f62c28d703a095c60b4b072.png,其他,小说改,"奇幻,战斗,魔法",2021-01-12,36170,0,即将开播,"主人公利姆露与仰慕他而聚集的众多魔物们所建立的国家「鸠拉·特恩佩斯特国」，经由与邻国的协议及交易，让「人类与魔物共同漫步的国家」这一温柔的理想逐步成形。

利姆露作为曾是人类的史莱姆当然拥有「对人类的","{'利姆露': '冈咲美保', '大贤者': '丰口惠美', '维鲁德拉': '前野智昭', '红丸': '古川慎', '朱菜': '千本木彩花', '紫苑': 'M·A·O', '苍影': '江口拓也', '白老': '大冢芳忠', '利古路德': '山本兼平', '哥布塔': '泊明日菜', '岚牙': '小林亲弘', '盖鲁德': '山口太郎', '加维尔': '福岛润', '托蕾妮': '田中理惠', '米莉姆': '日高里菜', '拉米莉丝': '春野杏', '迪亚波罗': '樱井孝宏'}","{'原作': '川上泰树、伏濑、みっつばー《关于我转生变成史莱姆这档事》（讲谈社《月刊少年天狼星》连载）', '监督': '中山敦史', '系列构成': '笔安一幸', '角色设计': '江畑谅真', '怪物设计': '岸田隆宏', '美术监督': '佐藤步', '美术设定': '藤濑智康、佐藤正浩', '色彩设计': '齐藤麻记', '摄影监督': '佐藤洋', '图形设计': '生原雄次', '编辑': '神宫司由美', '音响监督': '明田川仁', '音乐': 'Elements Garden', '动画制作': '8-bit'}"
15,5267730,辉夜大小姐想让我告白～天才们的恋爱头脑战～,http://i0.hdslb.com/bfs/bangumi/451037aabcdce0379752e087720673609894161a.png,独家,其他,"恋爱,校园,智斗,日常",2019-01-13,26274,1,全12话,家庭背景与人品都很棒！！一大群有前途的秀才所聚集的秀知院学园！！在那里的学生会相遇的副会长·四宫辉夜与会长·白银御行原本应该是彼此受到了对方吸引…但想不到都过半年了却仍然什么事情也没发生！！最麻烦的是,"{'四宫辉夜': '古贺葵', '白银御行': '古川慎', '藤原千花': '小原好美', '石上优': '铃木崚汰', '早坂爱': '花守由美里', '旁白': '青山穣'}","{'原作': '赤坂アカ（集英社《周刊YOUNG JUMP》连载）', '监督': '畠山守', '总编剧': '中西泰博', '角色设计': '八寻裕子', '总作画监督': '八寻裕子 \\u002F 矢向宏志 \\u002F 针场裕子', '道具设计': '木藤贵之', '美术监督': '若林里纱', '色彩设计': '穗刈加奈子', '摄影监督': '冈崎正春', '编辑': '松原理惠', '音乐': '羽冈佳', '音响监督': '明田川仁', '音响制作': 'Magic Capsule', '动画制作': 'A-1 Pictures', '制作': '辉夜姬想让人告白制作委员会'}"
16,102392,工作细胞,http://i0.hdslb.com/bfs/bangumi/f5d5f51b941c01f8b90b361b412dc75ecc2608d3.png,独家,其他,"搞笑,战斗,日常,声控",2018-07-08,24588,1,全14话,"这是一个关于你自身的故事。你体内的故事——。
人的细胞数量，约为37兆2千亿个。
细胞们在名为身体的世界中，今天也精神满满、无休无眠地在工作着。
运送着氧气的红细胞，与细菌战斗的白细胞……！这里，有着","{'红细胞': '花泽香菜', '白细胞（中性粒细胞）': '前野智昭', '杀伤性T细胞': '小野大辅', '巨噬细胞': '井上喜久子', '血小板': '长绳麻理亚', '辅助性T细胞': '樱井孝宏', '调节性T细胞': '早见沙织', '树突状细胞': '冈本信彦', '嗜酸性粒细胞': 'M·A·O', '记忆细胞': '中村悠一', '肥大细胞': '川澄绫子', '前辈红血球': '远藤绫', '肺炎球菌': '吉野裕行'}","{'原作': '清水茜（讲谈社《月刊少年天狼星》连载）', '监督': '铃木健一', '系列构成': '柿原优子', '剧本': '柿原优子、铃木健一', '角色设计': '吉田隆彦', '细菌角色设计、道具设计、动作作画监督': '三室健太', '次要角色设计': '玉置敬子', '总作画监督': '吉田隆彦、玉置敬子', '美术监督': 'Atelier Platz', '美术设定': '曾野由大、桥口浩二', '色彩设计': '水野爱子', '摄影监督': '大岛由贵', '3DCG监督': '中岛丰', '编辑': '广濑清志（editz）', '音响监督': '明田川仁', '音响制作': 'Magic Capsule', '音乐': '末广健一郎、MAYUKO', '制作人': '高桥祐马', '动画制作人': '若松刚', '动画制作': 'david production', '制作': 'ANIPLEX、讲谈社、david production'}"
17,139252,关于我转生变成史莱姆这档事,http://i0.hdslb.com/bfs/bangumi/a4c0e0ccc44fe3949a734f546cf5bb07da925bad.png,会员专享,小说改,"奇幻,战斗,魔法",2018-10-02,25739,1,全29话,"史莱姆生活，开始了。
上班族的三上悟在道路上被歹徒给刺杀身亡后，回过神来发现自己转生到了异世界。
不过，自己居然是“史莱姆”！
他在得到利姆鲁这个名字后开始了自己的史莱姆人生，随着与各个种族相处交流的","{'利姆鲁·特恩佩斯特': '冈咲美保', '大贤者': '丰口惠美', '维鲁德拉·特恩佩斯特': '前野智昭', '井沢静江': '花守由美里', '岚牙': '小林亲弘', '红丸': '古川慎', '朱菜': '千本木彩花', '紫苑': 'M・A・O', '苍影': '江口拓也', '白老': '大塚芳忠', '三上悟': '寺岛拓笃', '希兹': '花守由美里', '利古鲁德': '山本兼平', '利古鲁': '石谷春贵', '哥布塔': '泊明日菜', '凯金': '斧敦', '托蕾妮': '田中理惠', '艾莲': '熊田茜音', '卡巴尔': '高梨谦吾', '米莉姆': '日高里菜'}","{'原作': '川上泰树、伏濑、みっつばー《关于我转生变成史莱姆这档事》（讲谈社《月刊少年天狼星》连载）', '监督': '菊地康仁', '副监督': '中山敦史', '系列构成': '笔安一幸', '角色设计': '江畑谅真', '怪物设计': '岸田隆宏', '美术监督': '佐藤步', '美术设定': '藤濑智康、佐藤正浩', '色彩设计': '齐藤麻记', '摄影监督': '佐藤洋', '图形设计': '生原雄次', '编辑': '神宫司由美', '音响监督': '明田川仁', '音乐': 'Elements Garden', '动画制作': '8bit（8-bit）'}"
18,28229443,鬼灭之刃（中配）,http://i0.hdslb.com/bfs/bangumi/image/962b27ff452b5daf98038a10a6dad3c134916e7d.png,独家,漫画改,"热血,战斗,励志",2020-10-02,34004,0,更新至第24话,"大正时期，日本。心地善良的卖炭少年·炭治郎，有一天他的家人被鬼杀死了。而唯一幸存下来的妹妹——祢豆子变成了鬼。被绝望的现实打垮的炭治郎，为了寻找让妹妹变回人类的方法，决心朝着“鬼杀队”的道路前进。
人","{'灶门炭治郎': '星潮', '灶门祢豆子': '沈念如', '我妻善逸': '李兰陵', '嘴平伊之助': '皇贞季', '富冈义勇': '赵毅 ', '鳞泷左近次': '李璐 ', '锖兔': '陈张太康 ', '真菰': '闫夜桥', '产屋敷耀哉': '姜广涛 ', '炼狱杏寿郎': '齐斯伽', '宇髄天元': '杨天翔', '甘露寺蜜璃': '沈念如', '时透无一郎': '马正阳', '蝴蝶忍': '龟娘', '悲鸣屿行冥': '图特哈蒙', '伊黑小芭内': '陈张太康', '不死川实弥': '郝祥海', '鬼舞辻无惨': '夏磊', '珠世': '山新', '愈史郎': '胡霖', '矢琶羽': '林帽帽', '朱纱丸': '叶知秋', '累': '彭尧', '栗花落香奈乎': '阎么么', '不死川玄弥': '刘明月'}","{'原作': '吾峠呼世晴（集英社《周刊少年JUMP》连载）', '监督': '外崎春雄', '角色设计': '松岛晃', '副角色设计': '佐藤美幸、梶山庸子、菊池美花', '脚本制作': 'ufotable', '概念美术': '卫藤功二、矢中胜、竹内香纯、桦泽侑里', '摄影监督': '寺尾优一', '3D监督': '西胁一树', '色彩设计': '大前祐子', '剪辑': '神野学', '音乐': '梶浦由记、椎名豪', '制作人': '近藤光', '动画制作': 'ufotable'}"
19,28228367,辉夜大小姐想让我告白？～天才们的恋爱头脑战～,http://i0.hdslb.com/bfs/bangumi/image/83ad052250e9a803e4ebaa47bef971cb079e0543.png,独家,其他,"搞笑,校园,恋爱",2020-04-12,32982,1,全12话,秀才所聚集的名校·秀知院学园，在那里的学生会相遇的副会长·四宫辉夜与会长·白银御行，是任何人都认为适合对方的两个天才，原以为他们马上就能交往了，但他们因为自尊心超强一直没能告白！！在“如何让对方告白”,"{'四宫辉夜': '古贺葵', '白银御行': '古川慎', '藤原千花': '小原好美', '石上优': '铃木崚汰', '伊井野弥子': '富田美忧', '早坂爱': '花守由美里', '柏木渚': '麻仓桃', '大佛小钵': '日高里菜', '柏木的男友': '八代拓', '旁白': '青山穰'}","{'原作': '赤坂明（集英社《周刊Young Jump》连载）', '导演': '畠山守', '总编剧': '中西泰博', '角色设计': '八寻裕子', '总作画监督': '矢向宏志 \\u002F 针场裕子 \\u002F 田中纪衣', '道具设计': '木藤贵之', '美术监督': '若林里纱', '美术设定': '松本浩树 \\u002F 小川真由子', '色彩设计': '穗刈加奈子', 'CG监督': '栗林裕纪', '摄影监督': '冈崎正春', '编辑': '松原理惠', '音乐': '羽冈佳', '音响监督': '明田川仁', '音响制作': 'Magic Capsule', '动画制作': 'A-1 Pictures'}"
20,28231816,工作细胞 第二季,http://i0.hdslb.com/bfs/bangumi/image/26063f32e040c89d386b416b36b9e0205bb079ff.png,独家,漫画改,"搞笑,战斗,日常",2021-01-30,36174,0,即将开播,"这是关于你的故事。是在你体内的故事——。

人类的细胞数量，约为37兆个（新说）。
细胞们在名为身体的世界中，今天也在精神满满无休无眠地工作。
运输氧气的红血球、与细菌战斗的白血球……
那里有关于细胞","{'红血球': '花泽香菜', '白血球（中性粒细胞）': '前野智昭', '杀伤性T细胞\\u002F记忆T细胞': '小野大辅', '巨噬细胞': '井上喜久子', '血小板': '长绳麻理亚', '血小板（反帽子酱）': '石见舞菜香', '巨核细胞': '甲斐田裕子', '记忆细胞': '中村悠一', 'B细胞': '千叶翔也', '肥大细胞': '川澄绫子', 'NK细胞': '行成桃姬', '树突状细胞': '冈本信彦', '辅助T细胞': '樱井孝宏', '调节T细胞': '早见沙织', '一般细胞': '小林裕介', '乳酸菌（黑）': '吉田有里', '乳酸菌（红）': '高桥李依', '乳酸菌（熊猫）': '藤原夏海', '乳酸菌（斑）': '久保由利香', '癌细胞': '石田彰', '旁白': '能登麻美子'}","{'原作': '清水茜（讲谈社《月刊少年天狼星》连载）', '监督': '小仓宏文', '系列构成、剧本': '柿原优子', '角色设计': '吉田隆彦', '细菌角色设计、道具设计、动作作画监督': '三室健太', '次要角色设计': '玉置敬子', '总作画监督': '吉田隆彦、玉置敬子、北尾胜', '美术监督': '细井友保（Studio Tulip）', '美术设定': '曾野由大', '色彩设计': '水野爱子', '摄影监督': '大岛由贵', '3DCG监督': '石井规仁', '编辑': '广濑清志（editz）', '音响监督': '明田川仁', '音响制作': 'Magic Capsule', '音乐': '末广健一郎、MAYUKO', '动画制作人': '若松刚', '动画制作': 'david production', '制作': 'ANIPLEX、讲谈社、david production'}"
